customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Predicted Churn,Churn Probability,Recommendation,Prediction Status
1221,0,0,1,0,51,1,2,1,2,2,0,0,0,2,1,1,1,96.4,4160,0,0,0.18,🤝 Maintain engagement,✅ Correct
1210,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,1441,0,0,0.16,🤝 Maintain engagement,✅ Correct
5223,1,0,0,0,6,0,1,0,2,2,0,2,0,2,0,0,1,50.95,2668,0,0,0.22,🤝 Maintain engagement,✅ Correct
6502,0,0,1,1,47,1,2,0,2,2,2,2,2,2,2,1,3,90.5,3674,0,0,0.03,🤝 Maintain engagement,✅ Correct
6684,1,0,1,1,61,1,2,0,2,2,2,2,0,2,1,1,2,79.4,4074,0,0,0.04,🤝 Maintain engagement,✅ Correct
4081,1,0,0,0,52,0,1,0,2,2,2,0,2,2,2,1,0,58.75,2640,0,0,0.08,🤝 Maintain engagement,✅ Correct
3139,1,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,1756,0,0,0.06,🤝 Maintain engagement,✅ Correct
3956,0,0,1,0,71,1,2,1,0,2,2,0,2,2,1,1,0,105.7,5759,0,0,0.16,🤝 Maintain engagement,✅ Correct
2973,1,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,2,56.25,3329,1,0,0.5,🤝 Maintain engagement,❌ Incorrect
5180,0,0,1,0,45,1,0,0,2,0,2,0,0,0,2,0,1,53.3,1937,0,0,0.03,🤝 Maintain engagement,✅ Correct
3747,1,1,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.55,1442,1,1,0.82,📉 Offer retention benefit,✅ Correct
1450,1,0,0,0,4,1,0,0,0,2,0,0,2,2,0,1,0,68.65,2258,1,0,0.47,🤝 Maintain engagement,❌ Incorrect
1208,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,24.3,3257,0,0,0.32,🤝 Maintain engagement,✅ Correct
4526,0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,2,77.85,2584,1,1,0.55,📉 Offer retention benefit,✅ Correct
2376,0,0,0,0,51,1,2,0,2,0,0,2,0,0,1,0,1,59.9,2643,0,0,0.01,🤝 Maintain engagement,✅ Correct
1099,0,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,1,23.95,920,0,0,0.0,🤝 Maintain engagement,✅ Correct
6096,0,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,3,20.15,1104,0,0,0.1,🤝 Maintain engagement,✅ Correct
3564,0,0,0,0,3,1,2,1,0,2,2,0,2,2,0,1,0,105.35,2808,1,1,0.67,📉 Offer retention benefit,✅ Correct
2707,0,0,0,0,17,1,2,1,0,0,2,2,0,2,0,1,0,95.65,1116,0,0,0.46,🤝 Maintain engagement,✅ Correct
4956,1,0,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,87.05,5835,1,0,0.48,🤝 Maintain engagement,❌ Incorrect
4073,0,0,1,1,46,1,0,0,2,0,2,2,2,2,2,0,3,81.0,3290,0,0,0.0,🤝 Maintain engagement,✅ Correct
4028,1,0,0,0,68,1,0,0,2,2,2,2,2,2,2,1,1,82.45,4674,0,0,0.02,🤝 Maintain engagement,✅ Correct
1642,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.5,4432,1,1,0.51,📉 Offer retention benefit,✅ Correct
5816,1,0,1,0,4,1,0,2,1,1,1,1,1,1,1,0,0,20.5,5961,0,0,0.15,🤝 Maintain engagement,✅ Correct
4282,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.1,2149,1,0,0.48,🤝 Maintain engagement,❌ Incorrect
6998,0,0,0,1,28,1,0,0,0,2,0,2,0,0,1,1,1,54.4,934,0,0,0.12,🤝 Maintain engagement,✅ Correct
1278,1,0,0,0,39,1,0,0,0,2,0,0,2,0,1,1,1,58.6,1858,0,0,0.1,🤝 Maintain engagement,✅ Correct
200,0,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,84.8,6292,0,0,0.39,🤝 Maintain engagement,✅ Correct
2749,1,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,3671,0,0,0.04,🤝 Maintain engagement,✅ Correct
1660,0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,20.4,3590,0,0,0.2,🤝 Maintain engagement,✅ Correct
2971,0,1,1,0,30,1,0,1,0,2,2,0,0,0,0,1,3,79.65,2001,1,1,0.66,📉 Offer retention benefit,✅ Correct
3913,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.15,3059,0,0,0.09,🤝 Maintain engagement,✅ Correct
5169,1,0,1,0,55,1,2,1,0,2,2,0,2,0,0,1,1,94.45,4293,0,0,0.47,🤝 Maintain engagement,✅ Correct
1266,1,0,0,0,58,1,2,1,2,0,0,0,0,0,0,1,0,79.8,3853,0,0,0.11,🤝 Maintain engagement,✅ Correct
352,1,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,2,54.2,2673,1,0,0.43,🤝 Maintain engagement,❌ Incorrect
6481,1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.45,1483,1,0,0.41,🤝 Maintain engagement,❌ Incorrect
4869,0,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.05,5362,0,1,0.51,📉 Offer retention benefit,❌ Incorrect
3089,0,0,0,0,26,1,0,0,0,0,0,2,0,0,0,0,0,49.15,433,0,0,0.19,🤝 Maintain engagement,✅ Correct
1941,1,0,0,0,50,1,0,2,1,1,1,1,1,1,2,0,1,19.4,50,0,0,0.02,🤝 Maintain engagement,✅ Correct
3555,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,113.65,6092,0,0,0.13,🤝 Maintain engagement,✅ Correct
3568,1,0,0,1,43,1,0,1,2,2,0,2,2,2,1,1,1,106.0,3858,0,0,0.19,🤝 Maintain engagement,✅ Correct
3148,0,0,0,0,56,1,2,2,1,1,1,1,1,1,2,1,0,25.95,824,0,0,0.05,🤝 Maintain engagement,✅ Correct
4655,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,1477,0,0,0.3243333333333333,🤝 Maintain engagement,✅ Correct
6230,0,0,1,1,72,1,2,1,0,2,2,0,2,2,2,1,2,103.4,5701,1,0,0.27,🤝 Maintain engagement,❌ Incorrect
6231,0,0,1,0,72,1,2,1,2,2,0,2,0,2,2,1,0,100.55,5682,0,0,0.09,🤝 Maintain engagement,✅ Correct
267,0,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,95.4,3009,0,1,0.54,📉 Offer retention benefit,❌ Incorrect
588,0,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,3356,0,0,0.28,🤝 Maintain engagement,✅ Correct
3394,1,0,0,0,13,1,2,1,0,2,2,0,0,0,0,1,2,84.45,113,1,1,0.69,📉 Offer retention benefit,✅ Correct
6606,1,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3409,0,0,0.07,🤝 Maintain engagement,✅ Correct
6940,1,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,107.9,5761,0,0,0.21,🤝 Maintain engagement,✅ Correct
1438,0,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19.5,6161,0,0,0.04,🤝 Maintain engagement,✅ Correct
3769,1,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,85.95,2277,1,0,0.37,🤝 Maintain engagement,❌ Incorrect
2198,1,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1223,0,0,0.12,🤝 Maintain engagement,✅ Correct
6128,1,1,0,0,16,1,0,0,0,0,0,2,2,0,0,0,2,59.4,49,1,1,0.55,📉 Offer retention benefit,✅ Correct
5954,0,1,1,1,68,1,0,2,1,1,1,1,1,1,1,0,0,19.5,361,0,0,0.01,🤝 Maintain engagement,✅ Correct
4753,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,69.95,376,0,0,0.34,🤝 Maintain engagement,✅ Correct
2732,0,0,1,1,68,1,0,0,2,2,0,2,2,2,2,0,0,82.85,4766,0,0,0.04,🤝 Maintain engagement,✅ Correct
3712,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,5913,0,0,0.29,🤝 Maintain engagement,✅ Correct
6866,1,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,38.85,55,0,0,0.38,🤝 Maintain engagement,✅ Correct
989,1,0,0,0,29,0,1,0,0,2,0,0,0,0,0,1,2,30.6,6229,1,0,0.34,🤝 Maintain engagement,❌ Incorrect
1888,0,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,20.35,404,0,0,0.15,🤝 Maintain engagement,✅ Correct
5037,0,0,1,0,70,1,2,1,0,2,2,0,2,0,1,1,0,95.0,5269,0,0,0.12,🤝 Maintain engagement,✅ Correct
337,0,0,1,0,24,1,0,0,2,0,0,2,2,2,1,0,0,74.4,1214,0,0,0.15,🤝 Maintain engagement,✅ Correct
5921,1,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,4694,0,0,0.03,🤝 Maintain engagement,✅ Correct
1693,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,74.3,5717,0,0,0.46,🤝 Maintain engagement,✅ Correct
2225,0,0,1,0,70,0,1,0,0,2,2,2,0,2,1,1,0,51.05,3141,0,0,0.07,🤝 Maintain engagement,✅ Correct
5102,1,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,5531,0,0,0.11,🤝 Maintain engagement,✅ Correct
3369,1,1,0,0,38,1,2,1,0,0,0,2,2,2,0,1,2,99.55,3214,1,1,0.53,📉 Offer retention benefit,✅ Correct
2728,1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.0,274,1,0,0.46,🤝 Maintain engagement,❌ Incorrect
3187,1,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,109.1,3781,0,0,0.26,🤝 Maintain engagement,✅ Correct
3585,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,3816,1,1,0.5225,📉 Offer retention benefit,✅ Correct
786,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,29.85,5774,1,0,0.34,🤝 Maintain engagement,❌ Incorrect
5609,0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,225,0,1,0.75,📉 Offer retention benefit,❌ Incorrect
4003,0,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,95.1,1345,1,1,0.79,📉 Offer retention benefit,✅ Correct
3451,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.8,1490,1,0,0.3534166666666666,🤝 Maintain engagement,❌ Incorrect
4196,0,0,1,1,13,1,2,0,0,2,2,2,2,0,0,1,2,72.8,6396,0,0,0.23,🤝 Maintain engagement,✅ Correct
5652,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,18.95,198,0,0,0.26,🤝 Maintain engagement,✅ Correct
2022,1,0,0,0,4,1,0,1,0,2,0,0,0,0,0,1,0,76.65,2890,1,1,0.61,📉 Offer retention benefit,✅ Correct
2966,1,0,1,1,5,1,0,1,0,2,0,2,2,2,0,1,3,99.15,3934,1,1,0.58,📉 Offer retention benefit,✅ Correct
6292,1,0,1,0,15,1,0,1,2,0,2,0,2,2,0,0,2,101.75,1152,0,0,0.47,🤝 Maintain engagement,✅ Correct
1682,1,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,3071,0,0,0.33,🤝 Maintain engagement,✅ Correct
2534,1,0,0,0,8,1,0,0,0,0,2,2,0,2,0,0,3,64.1,4270,0,0,0.13,🤝 Maintain engagement,✅ Correct
4279,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,3,25.65,3751,0,0,0.19,🤝 Maintain engagement,✅ Correct
5668,0,0,1,1,15,1,0,1,2,0,0,0,0,0,0,0,3,75.1,288,0,0,0.21,🤝 Maintain engagement,✅ Correct
6981,1,0,0,0,26,1,0,1,2,0,2,2,0,2,1,1,0,95.85,2125,0,0,0.05,🤝 Maintain engagement,✅ Correct
6425,1,0,0,0,23,1,2,0,2,0,0,0,0,0,0,0,2,54.4,453,0,0,0.31,🤝 Maintain engagement,✅ Correct
393,1,1,0,0,4,1,0,1,0,2,0,0,0,0,0,0,2,72.75,2754,0,0,0.31,🤝 Maintain engagement,✅ Correct
3505,0,0,0,1,29,1,0,2,1,1,1,1,1,1,1,0,3,19.85,4465,0,0,0.04,🤝 Maintain engagement,✅ Correct
6653,1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,19.05,3913,0,0,0.14,🤝 Maintain engagement,✅ Correct
2112,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,44.95,3670,1,0,0.27,🤝 Maintain engagement,❌ Incorrect
5261,0,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,3,49.55,6280,1,0,0.18,🤝 Maintain engagement,❌ Incorrect
3641,0,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,2908,0,1,0.79,📉 Offer retention benefit,❌ Incorrect
1544,1,0,1,1,69,0,1,0,2,2,2,2,0,0,2,0,0,46.25,2712,0,0,0.01,🤝 Maintain engagement,✅ Correct
926,0,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.35,2821,0,0,0.08,🤝 Maintain engagement,✅ Correct
4561,0,0,0,0,19,1,2,0,0,0,0,0,2,2,0,0,3,69.6,719,0,0,0.22,🤝 Maintain engagement,✅ Correct
6537,0,1,0,0,39,1,2,1,0,2,0,0,0,2,0,0,2,90.7,2957,0,0,0.4,🤝 Maintain engagement,✅ Correct
1779,0,0,0,0,31,1,0,1,0,2,2,0,2,2,0,1,2,101.4,2733,0,1,0.54,📉 Offer retention benefit,❌ Incorrect
1238,0,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,20.25,3727,0,0,0.04,🤝 Maintain engagement,✅ Correct
6424,0,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,48.8,5286,0,0,0.23,🤝 Maintain engagement,✅ Correct
3637,1,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4029,0,0,0.0,🤝 Maintain engagement,✅ Correct
3452,1,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,19.35,70,0,0,0.13,🤝 Maintain engagement,✅ Correct
3194,0,0,1,1,52,1,0,0,0,2,2,2,2,0,1,1,2,68.75,3019,0,0,0.06,🤝 Maintain engagement,✅ Correct
5170,0,0,0,0,28,1,2,1,0,2,0,0,2,2,1,0,2,100.2,2338,0,0,0.17,🤝 Maintain engagement,✅ Correct
6297,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,20.85,3697,0,0,0.06,🤝 Maintain engagement,✅ Correct
5952,0,0,0,1,25,1,0,1,0,2,0,0,2,2,0,1,2,95.9,2100,1,1,0.66,📉 Offer retention benefit,✅ Correct
6874,1,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,2666,0,0,0.06,🤝 Maintain engagement,✅ Correct
4949,0,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2340,0,0,0.21,🤝 Maintain engagement,✅ Correct
5245,0,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,599,1,1,0.64,📉 Offer retention benefit,✅ Correct
3559,1,0,1,0,51,1,2,2,1,1,1,1,1,1,2,0,3,25.5,515,0,0,0.05,🤝 Maintain engagement,✅ Correct
1226,0,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,48.9,3055,0,0,0.03,🤝 Maintain engagement,✅ Correct
1959,0,0,1,0,52,1,0,1,2,0,0,0,2,0,0,0,2,84.1,3695,1,1,0.53,📉 Offer retention benefit,✅ Correct
2612,1,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,19.6,4644,0,0,0.07,🤝 Maintain engagement,✅ Correct
4790,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.0,5091,0,0,0.29,🤝 Maintain engagement,✅ Correct
874,1,0,1,0,64,1,2,0,2,2,2,2,0,2,2,1,3,81.3,4318,0,0,0.0,🤝 Maintain engagement,✅ Correct
4654,1,0,1,0,45,1,0,1,0,0,0,2,2,2,2,1,1,95.2,3647,0,0,0.03,🤝 Maintain engagement,✅ Correct
5603,0,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,6394,1,1,0.56,📉 Offer retention benefit,✅ Correct
3686,1,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,83.3,4836,0,0,0.01,🤝 Maintain engagement,✅ Correct
6980,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.05,2148,1,0,0.5,🤝 Maintain engagement,❌ Incorrect
2416,1,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,303,0,0,0.03,🤝 Maintain engagement,✅ Correct
5459,0,0,1,1,34,1,0,1,0,2,2,0,2,0,0,1,2,89.85,2688,0,0,0.33,🤝 Maintain engagement,✅ Correct
398,1,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,3154,1,0,0.39,🤝 Maintain engagement,❌ Incorrect
3833,1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,19.8,2363,0,0,0.15,🤝 Maintain engagement,✅ Correct
2633,0,0,1,1,66,0,1,0,0,0,2,2,2,2,2,0,0,54.65,3139,0,0,0.04,🤝 Maintain engagement,✅ Correct
5423,0,1,0,0,12,0,1,0,0,2,0,0,0,0,0,1,1,29.35,3266,0,0,0.35,🤝 Maintain engagement,✅ Correct
851,0,0,0,0,58,1,0,2,1,1,1,1,1,1,2,1,0,19.15,73,0,0,0.05,🤝 Maintain engagement,✅ Correct
974,1,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,4353,0,0,0.06,🤝 Maintain engagement,✅ Correct
4539,1,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,1977,1,0,0.5,🤝 Maintain engagement,❌ Incorrect
386,1,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,5225,0,0,0.26,🤝 Maintain engagement,✅ Correct
3070,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.25,5567,0,0,0.15,🤝 Maintain engagement,✅ Correct
2463,1,0,1,1,22,1,0,0,0,2,0,0,2,2,1,1,0,69.5,897,1,0,0.48,🤝 Maintain engagement,❌ Incorrect
6044,0,0,1,0,40,1,2,1,0,2,2,0,2,2,1,1,0,106.0,3569,0,0,0.14,🤝 Maintain engagement,✅ Correct
2585,1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.5,1377,0,0,0.0,🤝 Maintain engagement,✅ Correct
608,0,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,4415,1,1,0.75,📉 Offer retention benefit,✅ Correct
3312,1,0,0,0,50,1,2,0,0,2,0,2,2,2,2,1,3,79.6,3442,0,0,0.01,🤝 Maintain engagement,✅ Correct
3910,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.25,4561,0,0,0.4766666666666666,🤝 Maintain engagement,✅ Correct
4157,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,88.05,5219,0,0,0.0,🤝 Maintain engagement,✅ Correct
4816,0,0,0,1,40,1,0,2,1,1,1,1,1,1,1,1,0,20.4,6224,0,0,0.05,🤝 Maintain engagement,✅ Correct
2686,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,117.6,6139,0,0,0.08,🤝 Maintain engagement,✅ Correct
4952,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.0,173,0,0,0.27,🤝 Maintain engagement,✅ Correct
2584,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,1,19.65,6366,0,0,0.17,🤝 Maintain engagement,✅ Correct
6036,0,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,70.55,2966,0,0,0.03,🤝 Maintain engagement,✅ Correct
5789,1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,6395,1,1,0.69,📉 Offer retention benefit,✅ Correct
6391,1,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,65.8,3477,0,0,0.01,🤝 Maintain engagement,✅ Correct
3043,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,1,20.05,2925,0,0,0.09,🤝 Maintain engagement,✅ Correct
397,0,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80.0,2751,0,0,0.4,🤝 Maintain engagement,✅ Correct
2836,1,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,35.4,756,0,0,0.08,🤝 Maintain engagement,✅ Correct
371,0,1,0,0,51,1,2,1,0,2,0,0,0,0,1,1,0,79.6,3398,0,0,0.09,🤝 Maintain engagement,✅ Correct
2430,0,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,2978,0,0,0.48,🤝 Maintain engagement,✅ Correct
5156,1,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,3,50.45,4228,1,0,0.45,🤝 Maintain engagement,❌ Incorrect
2515,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.45,3588,0,0,0.25,🤝 Maintain engagement,✅ Correct
4875,0,0,0,0,68,1,0,1,0,2,2,0,0,0,1,0,1,79.6,4538,0,0,0.05,🤝 Maintain engagement,✅ Correct
2739,1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.7,4714,0,0,0.02,🤝 Maintain engagement,✅ Correct
5833,0,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,4556,0,0,0.08,🤝 Maintain engagement,✅ Correct
4224,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,2,29.75,6469,0,0,0.39,🤝 Maintain engagement,✅ Correct
4837,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,209,0,0,0.35,🤝 Maintain engagement,✅ Correct
2147,0,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,6420,0,0,0.38,🤝 Maintain engagement,✅ Correct
2825,1,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,74.65,4363,1,0,0.36,🤝 Maintain engagement,❌ Incorrect
3482,1,0,0,0,13,1,0,0,2,0,0,0,2,2,0,1,2,71.95,6378,0,0,0.29,🤝 Maintain engagement,✅ Correct
517,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.75,745,0,0,0.19,🤝 Maintain engagement,✅ Correct
5451,0,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,5076,0,0,0.18,🤝 Maintain engagement,✅ Correct
2492,0,0,1,1,53,1,2,1,0,2,2,0,2,2,1,1,2,105.25,4619,0,0,0.13,🤝 Maintain engagement,✅ Correct
3920,1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,88,1,1,0.69,📉 Offer retention benefit,✅ Correct
5710,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.55,449,0,0,0.01,🤝 Maintain engagement,✅ Correct
7002,1,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,84.45,522,0,0,0.22,🤝 Maintain engagement,✅ Correct
1864,0,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,53.65,1541,0,0,0.02,🤝 Maintain engagement,✅ Correct
632,0,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.9,334,0,0,0.43,🤝 Maintain engagement,✅ Correct
5805,1,0,1,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.7,3846,0,0,0.03,🤝 Maintain engagement,✅ Correct
3399,1,0,0,0,61,0,1,0,2,2,2,2,0,0,1,0,1,43.7,2343,0,0,0.01,🤝 Maintain engagement,✅ Correct
3847,0,0,0,0,16,1,2,0,0,2,0,0,0,0,0,0,2,55.3,6275,0,0,0.17,🤝 Maintain engagement,✅ Correct
4793,0,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,1,19.85,489,0,0,0.0,🤝 Maintain engagement,✅ Correct
5569,1,0,1,1,26,1,0,2,1,1,1,1,1,1,2,0,1,19.65,4187,0,0,0.03,🤝 Maintain engagement,✅ Correct
2733,0,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,49.45,6008,0,0,0.19,🤝 Maintain engagement,✅ Correct
6253,1,0,1,0,54,1,2,1,2,2,0,0,2,2,1,0,0,106.55,4759,1,0,0.5,🤝 Maintain engagement,❌ Incorrect
2199,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.1,1608,1,0,0.33975,🤝 Maintain engagement,❌ Incorrect
2604,0,0,0,1,5,1,0,2,1,1,1,1,1,1,2,0,3,20.45,119,0,0,0.01,🤝 Maintain engagement,✅ Correct
2563,1,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,5572,0,0,0.3,🤝 Maintain engagement,✅ Correct
5650,0,0,0,0,10,1,2,0,2,0,0,0,0,0,0,1,1,54.5,4690,0,0,0.21,🤝 Maintain engagement,✅ Correct
311,1,0,1,1,23,1,0,1,0,2,2,2,0,0,0,0,2,83.8,1498,1,0,0.4,🤝 Maintain engagement,❌ Incorrect
6226,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,55.15,1042,1,0,0.28,🤝 Maintain engagement,❌ Incorrect
6256,1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,6028,0,0,0.16,🤝 Maintain engagement,✅ Correct
5523,0,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,6231,1,1,0.66,📉 Offer retention benefit,✅ Correct
3025,1,0,1,1,10,1,0,0,0,2,2,0,0,0,0,1,3,55.55,4575,0,0,0.17,🤝 Maintain engagement,✅ Correct
4923,0,0,1,0,11,1,0,2,1,1,1,1,1,1,1,1,3,20.55,1399,0,0,0.07,🤝 Maintain engagement,✅ Correct
6837,1,1,0,0,37,1,2,1,2,2,0,0,2,2,0,1,0,106.75,3467,1,1,0.52,📉 Offer retention benefit,✅ Correct
1052,0,0,1,1,17,1,2,0,2,0,0,2,0,0,1,1,3,62.1,193,0,0,0.1,🤝 Maintain engagement,✅ Correct
5774,1,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3174,0,0,0.47,🤝 Maintain engagement,✅ Correct
2535,0,1,0,0,17,1,0,1,0,2,2,0,2,2,0,1,2,101.8,1273,0,1,0.65,📉 Offer retention benefit,❌ Incorrect
3404,1,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,5628,0,0,0.22,🤝 Maintain engagement,✅ Correct
5479,0,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,0,84.9,4404,0,0,0.05,🤝 Maintain engagement,✅ Correct
3900,0,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,93.2,1771,0,1,0.54,📉 Offer retention benefit,❌ Incorrect
5233,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.4,2039,0,0,0.43666666666666665,🤝 Maintain engagement,✅ Correct
6775,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,70.55,3685,0,0,0.26,🤝 Maintain engagement,✅ Correct
2929,0,0,0,0,31,1,0,1,0,2,0,2,0,0,0,1,2,78.45,2084,1,0,0.47,🤝 Maintain engagement,❌ Incorrect
1636,1,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,1,85.0,4642,0,0,0.0,🤝 Maintain engagement,✅ Correct
